"","Y","X1","X2","X3","X4","X5","X6"
"4656",-20,4362,3,1992,628.77,8.25,0
"4663",-20,4369,3,1992,629.18,7.75,2.5
"4670",-20.1,4376,3,1992,629.49,2.5,0
"4677",-20,4383,4,1992,629.29,5.75,1
"4684",-20.1,4390,4,1992,629.17,6,2
"4691",-19.4,4397,4,1992,628.82,8.75,0
"4698",-18.7,4404,4,1992,628.36,14.75,0
"4705",-18.2,4411,4,1992,628.64,9.5,0
"4712",-18.4,4418,5,1992,629.48,13,0
"4719",-17.7,4425,5,1992,629.34,16.75,0
"4726",-17,4432,5,1992,628.74,13.25,12.5
"4733",-16.7,4439,5,1992,628.92,16,0
"4740",-17.2,4446,6,1992,629.8,14,0
"4747",-17,4453,6,1992,628.59,9.75,4.5
"4761",-16.6,4467,6,1992,628.93,15.25,0
"4768",-16.3,4474,7,1992,629.45,14.75,13.5
"4817",-11.6,4523,8,1992,627.62,24.75,0
"4824",-10.3,4530,8,1992,626.46,24,0
"4845",-10.3,4551,9,1992,625.48,19.5,0
"4852",-10.1,4558,9,1992,624.92,13.5,0
"4866",-11.3,4572,10,1992,624.86,17.25,2
"4873",-11.9,4579,10,1992,624.48,13,0
"4880",-14.2,4586,10,1992,627.37,8.5,0
"4887",-14.1,4593,10,1992,626.98,15.5,1
"4894",-15.2,4600,11,1992,628.44,14.25,0
"4901",-14.9,4607,11,1992,627.33,13,0
"4908",-15.1,4614,11,1992,626.31,9.75,0
"4915",-15.2,4621,11,1992,625.92,11.75,0
"4922",-15.3,4628,12,1992,625.64,10.25,0
"4929",-15.7,4635,12,1992,625.37,8.5,0
"4936",-16.3,4642,12,1992,625.17,8.25,13.5
"4957",-17.7,4663,1,1993,625.10095,7.5,0
"4964",-17.4,4670,1,1993,624.7975,9.25,0
"4971",-17.6,4677,1,1993,624.4315,8,0
"4978",-17.5,4684,1,1993,624.03845,7.25,0
"4985",-17.6,4691,2,1993,623.6605,9.5,0
"4992",-17.8,4698,2,1993,623.7505,8.5,0
"4999",-17.8,4705,2,1993,623.69,8.75,0
"5006",-17.8,4712,2,1993,623.4005,4.75,0
"5013",-18.2,4719,3,1993,623.051,5.25,0
"5020",-17.9,4726,3,1993,622.871,9.5,0
"5027",-17.9,4733,3,1993,623.5425,13.75,0
"5034",-18,4740,3,1993,624.6325,10.25,24.5
"5041",-18.1,4747,4,1993,625.612,11.75,0
"5048",-18.1,4754,4,1993,625.782,15.25,0
"5055",-18.2,4761,4,1993,625.92847,11.25,2.5
"5062",-17.5,4768,4,1993,625.748,13.25,0
"5069",-18.5,4775,4,1993,626.7405,7,1
"5076",-19.1,4782,5,1993,628.67,13.25,0
"5083",-19.4,4789,5,1993,629.2825,13.25,35.5
"5090",-18.9,4796,5,1993,628.92,10.25,28
"5097",-18,4803,5,1993,628.7975,16.75,0
"5104",-17.1,4810,6,1993,628.4017,18.5,0
"5118",-15.9,4824,6,1993,628.1025,20.5,0
"5132",-14.7,4838,7,1993,627.91095,20,52.5
"5139",-14.4,4845,7,1993,628.07104,20.25,0
"5146",-13.7,4852,7,1993,627.6915,22.25,0
"5153",-13,4859,7,1993,627.199,19.5,0
"5160",-12.1,4866,7,1993,626.68896,26.75,0
"5167",-11,4873,8,1993,626.1025,28.25,0
"5175",-10.5,4881,8,1993,625.47,22,2
"5181",-10.3,4887,8,1993,624.964,25.5,0
"5188",-10.3,4894,8,1993,624.4,21,0
"5216",-8.8,4922,9,1993,621.55,13.75,11
"5223",-9.3,4929,9,1993,620.98,14.75,24
"5230",-9.8,4936,10,1993,620.43,10.75,0.7
"5237",-9.7,4943,10,1993,620.26,9,21.5
"5244",-10.2,4950,10,1993,620.9325,13,0
"5251",-10.9,4957,10,1993,620.7625,10.75,2
"5258",-12,4964,11,1993,622.2,11,0
"5265",-12.7,4971,11,1993,622.54,8.25,1.2
"5272",-13.3,4978,11,1993,622.49097,5.25,0
"5279",-13.5,4985,11,1993,622.148,7.5,1.5
"5286",-13.4,4992,12,1993,621.6595,2.75,0
"5293",-14.1,4999,12,1993,621.1295,6.5,0
"5300",-14.3,5006,12,1993,620.5905,2.25,0
"5307",-14.4,5013,12,1993,620.031,1.25,0
"5314",-14.6,5020,12,1993,619.51855,1,0
"5328",-15.6,5034,1,1994,619.804,5.5,0
"5335",-15.8,5041,1,1994,619.686,0.25,0
"5349",-15.5,5055,2,1994,618.756,4.75,0
"5356",-15.9,5062,2,1994,618.72,6.75,0
"5363",-16.3,5069,2,1994,618.639,4.5,0
"5370",-15.9,5076,2,1994,618.53,8,0
"5377",-15.9,5083,3,1994,618.484,8.5,0
"5384",-15.3,5090,3,1994,618.674,12.75,0
"5391",-15,5097,3,1994,618.75,10.25,0
"5398",-14.5,5104,3,1994,618.495,12.5,0
"5405",-14.1,5111,3,1994,618.17,12,0
"5412",-14.4,5118,4,1994,617.735,9.25,0
"5419",-14.5,5125,4,1994,617.12,11.5,0
"5433",-14.2,5139,4,1994,616.571,16,0
"5440",-13,5146,5,1994,616.58,14.75,0.5
"5447",-12.6,5153,5,1994,616.597,12.25,1.7
"5454",-13,5160,5,1994,617.208,13,0
"5461",-11.9,5167,5,1994,617.149,18,0
"5475",-9.7,5181,6,1994,616.36,21.25,28.5
"5482",-9.4,5188,6,1994,615.825,21.5,0
"5489",-8.4,5195,6,1994,615.27246,23.5,0
"5496",-7.7,5202,6,1994,614.775,25.25,0
"5503",-6.4,5209,7,1994,614.246,23.75,0
"5580",-2,5286,9,1994,605.379,12.75,16.5
"5587",-3,5293,9,1994,607.803,17.25,0
"5594",-4.7,5300,10,1994,612.3,10.25,1
"5601",-8.8,5307,10,1994,622.9617,17,4
"5608",-10.8,5314,10,1994,626.389,14.75,1
"5615",-11.7,5321,10,1994,627.065,10.75,0
"5622",-12.4,5328,11,1994,627.769,14.75,0
"5629",-14.1,5335,11,1994,629.64,8.75,1.5
"5636",-13.1,5342,11,1994,626.755,11.75,0
"5643",-13.5,5349,11,1994,627.084,7.25,0
"5650",-14.5,5356,12,1994,627.065,8.5,0
"5664",-15.2,5370,12,1994,626.689,9.75,0
"5671",-16,5377,12,1994,626.414,1.5,0
"5678",-16.3,5384,12,1994,626.057,4,0
"5685",-16.7,5391,1,1995,625.683,-1,0
"5692",-16.7,5398,1,1995,625.282,8.5,0
"5699",-16.6,5405,1,1995,624.961,2.25,15
"5706",-16.6,5412,1,1995,624.638,8,0
"5713",-17.1,5419,2,1995,624.23,8,0
"5720",-16.7,5426,2,1995,623.777,5.75,0
"5727",-16.9,5433,2,1995,623.34,9,0
"5734",-16.6,5440,2,1995,622.89,4,1.3
"5741",-16.5,5447,3,1995,622.43,8.25,0
"5748",-16.6,5454,3,1995,621.942,4.75,0
"5755",-16.6,5461,3,1995,621.435,9,0
"5762",-15.7,5468,3,1995,620.943,5.75,0
"5769",-15.2,5475,3,1995,620.428,12.5,0
"5776",-14.6,5482,4,1995,619.907,14.25,0
"5783",-14.2,5489,4,1995,619.361,14.5,0
"5790",-13.6,5496,4,1995,618.815,12.5,1.3
"5797",-14,5503,4,1995,618.331,9.5,0
"5804",-13,5510,5,1995,617.794,15.5,0
"5811",-12.5,5517,5,1995,617.36,15.5,10
"5818",-12.6,5524,5,1995,618.585,16,0
"5825",-12.2,5531,5,1995,618.163,17.5,0
"5832",-11.6,5538,6,1995,617.677,15,0
"5839",-11,5545,6,1995,617.134,19,9
"5853",-10.8,5559,6,1995,619.225,17.75,0
"5860",-10.4,5566,6,1995,619.04,20.25,0
"5867",-10.1,5573,7,1995,618.71,18.25,0
"5874",-9.2,5580,7,1995,618.22,22.5,0
"5881",-8.5,5587,7,1995,617.695,26,0
"5888",-6.8,5594,7,1995,617.214,26.5,0
"5909",-6.6,5615,8,1995,617.935,23.75,0
"5944",-9.7,5650,9,1995,622.852,12,0
"5972",-9.7,5678,10,1995,622.674,17.25,0
"5979",-10.1,5685,10,1995,622.3,16,0
"5986",-10.4,5692,11,1995,621.846,13,0
"5993",-10.7,5699,11,1995,621.37,11.75,0
"6000",-11.1,5706,11,1995,620.896,7.75,0
"6007",-11.4,5713,11,1995,620.383,8.5,0
"6014",-11.8,5720,11,1995,620.212,6,1.5
"6021",-12.2,5727,12,1995,619.883,2.5,0
"6028",-13.9,5734,12,1995,621.823,-0.5,0
"6035",-17,5741,12,1995,627.61,7.75,0
"6042",-17.6,5748,12,1995,628.259,2.5,0
"6049",-18.1,5755,1,1996,628.232,3,0
"6056",-18.7,5762,1,1996,628.8092,3.5,5.5
"6063",-18.4,5769,1,1996,627.821,8.25,0
"6070",-18.3,5776,1,1996,626.519,3.5,8.5
"6077",-18.7,5783,2,1996,626.531,3.5,0.5
"6084",-18.9,5790,2,1996,626.513,5.75,7.5
"6091",-19,5797,2,1996,626.665,3.5,0
"6098",-19,5804,2,1996,626.547,-0.75,0
"6105",-18.9,5811,2,1996,626.648,8,0
"6112",-19.1,5818,3,1996,626.686,0.75,7.5
"6119",-19.4,5825,3,1996,626.741,5.75,0.5
"6126",-19.5,5832,3,1996,626.678,9,0
"6133",-19.2,5839,3,1996,627.375,10.75,0
"6140",-19.5,5846,4,1996,627.82,4.75,0
"6147",-19.2,5853,4,1996,627.825,13.5,0
"6154",-18.9,5860,4,1996,628.1,7.5,2.5
"6161",-18.8,5867,4,1996,628.3,13.25,0.5
"6168",-17.9,5874,5,1996,626.13,9,1
"6175",-17.5,5881,5,1996,626.37,13,4
"6182",-18,5888,5,1996,627.573,15,0
"6189",-17.6,5895,5,1996,627.25,14.5,0
"6196",-16.6,5902,5,1996,627.315,20.5,0
"6210",-15.5,5916,6,1996,627.58,22,14
"6217",-15.3,5923,6,1996,627.4,21.25,6
"6224",-14.9,5930,6,1996,626.95,17.5,0
"6231",-13.7,5937,7,1996,626.437,20.75,0
"6238",-13.3,5944,7,1996,626.16,21,0
"6245",-12.7,5951,7,1996,625.721,23.5,3
"6252",-11.6,5958,7,1996,625.415,26,0
"6294",-9.8,6000,9,1996,623.642,17,0
"6308",-10.1,6014,9,1996,623.04,13.5,0.5
"6322",-10.2,6028,10,1996,622.17,10.5,0
"6329",-10.9,6035,10,1996,621.66,12.75,0
"6336",-11.2,6042,10,1996,622.739,10,0
"6343",-11,6049,10,1996,622.822,15.75,0
"6350",-11.5,6056,10,1996,622.513,9.25,0
"6357",-11.5,6063,11,1996,622.107,7.75,0
"6364",-13.9,6070,11,1996,627.719,9,16
"6371",-14.7,6077,11,1996,625.839,4,0
"6378",-14.8,6084,11,1996,625.031,7,0
"6385",-15.4,6091,12,1996,625.49,4,10
"6392",-16.1,6098,12,1996,625.425,7,0
"6399",-16.4,6105,12,1996,625.04,5,24.5
"6413",-17.7,6119,1,1997,626.056,0.25,11
"6420",-18.3,6126,1,1997,626.1,-0.25,19
"6427",-18.1,6133,1,1997,625.543,6.5,0
"6434",-19.2,6140,1,1997,627.837,8.5,5.5
"6441",-18.8,6147,1,1997,626.541,6.25,0
"6448",-18.6,6154,2,1997,626.076,6,0
"6455",-18.5,6161,2,1997,626.181,8.5,0
"6462",-18.4,6168,2,1997,625.94,7.5,0
"6469",-18.2,6175,2,1997,626,10.25,0
"6476",-17.7,6182,3,1997,626.101,12.5,0
"6483",-17.5,6189,3,1997,625.998,9,0
"6490",-16.9,6196,3,1997,625.76,10.75,0
"6497",-16.6,6203,3,1997,625.351,10,0
"6504",-16.3,6210,4,1997,625.196,12.5,0
"6511",-15.9,6217,4,1997,625.195,10,0
"6518",-15.3,6224,4,1997,625.153,14.5,0.5
"6525",-15.7,6231,4,1997,625.314,10.25,0
"6539",-16.2,6245,5,1997,625.306,8,0
"6546",-15.5,6252,5,1997,625.164,15.5,0
"6553",-15.3,6259,5,1997,625.223,13,0
"6567",-14.5,6273,6,1997,625.851,18,55
"6574",-14.3,6280,6,1997,627.445,22,0
"6581",-14,6287,6,1997,627.548,17.5,0
"6588",-13.7,6294,6,1997,627.344,21,0
"6595",-14.3,6301,7,1997,627.694,16.25,13
"6602",-13.9,6308,7,1997,627.491,20,0
"6609",-12.8,6315,7,1997,626.657,24,0
"6616",-12,6322,7,1997,626.131,24.25,0.5
"6637",-11,6343,8,1997,625.9,24,0
"6651",-10.6,6357,8,1997,626.975,20.75,0
"6673",-9.2,6378,9,1997,624.15,18.25,0
"6680",-8.9,6385,9,1997,623.42,19.25,0
"6687",-8.5,6392,10,1997,622.905,21,0
"6694",-8.2,6399,10,1997,622.38,18.5,0
"6701",-8,6406,10,1997,621.82,11.25,0
"6708",-8.2,6413,10,1997,621.265,15.5,0
"6715",-8.8,6420,10,1997,620.72,7,0
"6722",-9.6,6427,11,1997,620.22,12,19
"6729",-10.5,6434,11,1997,621.08,5,0
"6736",-10.9,6441,11,1997,620.96,8,0
"6743",-11.6,6448,11,1997,620.74,6.5,3.5
"6750",-12.2,6455,12,1997,620.41,4,0
"6757",-12.6,6462,12,1997,619.965,3.5,0
"6764",-17,6469,12,1997,625.4095,6.75,160
"6785",-15.9,6490,1,1998,623.048,6,0
"6792",-15.9,6497,1,1998,622.855,3.5,0
"6799",-16.4,6504,1,1998,622.73,2,0
"6806",-16.6,6511,1,1998,622.5,3.5,0
"6813",-16.9,6518,2,1998,622.495,5.25,0
"6820",-16.9,6525,2,1998,622.475,6.25,0
"6827",-16.5,6532,2,1998,622.33,10.5,0
"6834",-16.4,6539,2,1998,622.1,5.5,0
"6841",-16,6546,3,1998,621.76,12,0
"6848",-15.8,6553,3,1998,621.445,5.5,0
"6855",-15.2,6560,3,1998,621.02,14.25,0
"6862",-15.3,6567,3,1998,620.58,10.25,0
"6869",-15,6574,4,1998,620.165,10.5,0
"6876",-14.9,6581,4,1998,619.81,8.25,1.5
"6883",-15.4,6588,4,1998,619.52,5.5,22
"6897",-15.2,6602,4,1998,619.36,7.5,6.5
"6904",-14.9,6609,5,1998,619.83,12.75,0
"6911",-14.3,6616,5,1998,619.905,18.5,0
"6918",-13.5,6623,5,1998,619.84,15,0
"6925",-13.5,6630,5,1998,619.727,12.25,25
"6932",-12.8,6637,6,1998,620.182,20.5,0
"6946",-12.5,6651,6,1998,620.078,17.25,0
"6953",-10.9,6658,6,1998,619.629,23,0
"6960",-10.5,6665,7,1998,619.054,22,0
"6967",-9,6672,7,1998,618.473,21,0
"7051",-5.9,6756,10,1998,612.655,16.5,0
"7065",-5.1,6770,10,1998,611.717,15.75,0
"7072",-5.7,6777,10,1998,611.091,11,0
"7079",-6.3,6784,10,1998,610.372,13.75,0
"7086",-6.5,6791,11,1998,609.665,9,0
"7093",-7,6798,11,1998,608.901,8.5,0
"7100",-7.5,6805,11,1998,608.12,6,4
"7107",-8.4,6812,11,1998,607.32,1.5,0
"7114",-9.1,6819,12,1998,606.499,5.5,0
"7121",-9.6,6826,12,1998,605.655,3.5,0
"7128",-9.7,6833,12,1998,604.83,8,0
"7135",-9.9,6840,12,1998,603.973,2.75,0
"7142",-10.7,6847,12,1998,603.157,3,35
"7149",-11,6854,1,1999,602.627,7.75,0
"7156",-11.2,6861,1,1999,602.255,1.25,0
"7163",-11.8,6868,1,1999,602.446,5,0
"7170",-11.8,6875,1,1999,602.2665,3.5,0
"7177",-11.8,6882,2,1999,602.151,2.5,0
"7184",-12.1,6889,2,1999,601.73,1.75,0
"7191",-12.2,6896,2,1999,601.208,6.5,0
"7198",-12,6903,2,1999,600.718,6.5,0
"7205",-12,6910,3,1999,600.255,8.75,1
"7212",-11.9,6917,3,1999,599.849,13.25,0
"7219",-11.1,6924,3,1999,599.6,9.5,0
"7226",-11.1,6931,3,1999,599.341,13.5,8
"7233",-10.6,6938,4,1999,599.562,11.5,0
"7240",-9.8,6945,4,1999,599.587,10,0
"7247",-9.7,6952,4,1999,599.345,10,12.5
"7254",-9.3,6959,4,1999,599.612,13.5,0
"7261",-9.3,6966,4,1999,600.416,11.25,4
"7268",-9.3,6973,5,1999,602.06,15.25,6.8
"7275",-8.8,6980,5,1999,604.57,20.5,0
"7282",-9.6,6987,5,1999,609.48,9.5,6
"7289",-9.7,6994,5,1999,611.884,20.5,0
"7303",-8.4,7008,6,1999,612.513,20.5,11
"7310",-8,7015,6,1999,612.209,22.25,0
"7324",-6.4,7029,7,1999,611.079,22.5,0
"7331",-5.7,7036,7,1999,610.151,21.75,0
"7373",-1.7,7078,8,1999,604.87,24.5,0
"7380",-1.1,7085,8,1999,603.966,28.5,0
"7387",-0.8,7092,9,1999,602.634,22.75,0
"7401",-1.7,7106,9,1999,603.951,15.75,0
"7408",-3,7113,9,1999,609.05,18,0
"7415",-3.5,7120,9,1999,609.82,18.25,0
"7422",-3.7,7127,10,1999,609.675,12.75,0
"7429",-4.2,7134,10,1999,609.271,15.25,0
"7436",-4.7,7141,10,1999,609.811,8.75,46
"7443",-5.9,7148,10,1999,612.006,16.25,0
"7450",-6.4,7155,11,1999,612.585,8,0
"7457",-7.4,7162,11,1999,612.6,7,0
"7464",-11.2,7169,11,1999,621.28,3.5,0
"7471",-12.5,7176,11,1999,622.436,5,0
"7478",-13.2,7183,12,1999,622.839,8,0
"7485",-13.7,7190,12,1999,622.97,5,0
"7492",-13.7,7197,12,1999,622.99,2.25,0
"7499",-15,7204,12,1999,622.975,3.5,0
"7520",-16.3,7225,1,2000,622.408,2.25,0
"7534",-16.9,7239,1,2000,622.105,1,0
"7541",-16.9,7246,2,2000,621.907,7.25,0
"7548",-16.9,7253,2,2000,621.763,7,0
"7555",-16.7,7260,2,2000,621.453,6.75,0
"7562",-16.4,7267,2,2000,621.165,5.75,0
"7569",-16.2,7274,3,2000,620.821,7.75,0
"7576",-15.6,7281,3,2000,620.116,10.25,0
"7583",-14.7,7288,3,2000,619.4,12,0
"7590",-14.4,7295,3,2000,618.68,12.5,7.7
"7597",-14.8,7302,3,2000,618.012,4.25,0
"7604",-14.8,7309,4,2000,617.622,6,4
"7611",-14.6,7316,4,2000,617.435,9,0
"7618",-15,7323,4,2000,619.042,13,0
"7625",-14.7,7330,4,2000,619.642,16.25,0
"7632",-14.7,7337,5,2000,619.555,17.5,0
"7639",-14.2,7344,5,2000,619.4,15.5,15.7
"7646",-13.5,7351,5,2000,619.7,17.75,6.2
"7653",-12.6,7358,5,2000,619.454,17.5,3
"7660",-12.6,7365,6,2000,619.477,20.5,0
"7667",-12,7372,6,2000,619.119,17,0
"7674",-12,7379,6,2000,619.591,17.75,1.2
"7688",-9.2,7393,6,2000,619.15,23.5,0
"7695",-9.1,7400,7,2000,618.354,21.25,0
"7703",-7.9,7408,7,2000,617.4,19,0
"7709",-7.4,7414,7,2000,616.509,23.5,0
"7716",-6.6,7421,7,2000,615.5,22,0
"7723",-5.6,7428,8,2000,614.515,24.25,0
"7737",-5.3,7442,8,2000,612.281,25.5,0
"7744",-3.5,7449,8,2000,611.08,26,0
"7765",-2.2,7470,9,2000,606.53,21.5,0
"7779",-1.9,7484,9,2000,603.227,18,0
"7786",-2.7,7491,10,2000,602.18,15.75,0
"7800",-3.9,7505,10,2000,598.47504,12.75,0
"7807",-3.5,7512,10,2000,597.718,12.5,0
"7814",-3.8,7519,11,2000,596.94,8.75,0
"7821",-4.9,7526,11,2000,597.096,5.75,0
"7828",-6.2,7533,11,2000,596.731,3.5,0
"7835",-6.2,7540,11,2000,596.435,8.25,9
"7842",-6.7,7547,11,2000,597.618,8.75,6
"7849",-7,7554,12,2000,597.444,8.5,11.5
"7856",-7.5,7561,12,2000,597.906,5.25,0
"7863",-8.4,7568,12,2000,597.666,4,0
"7877",-11.2,7582,1,2001,607.979,4.5,1
"7884",-12,7589,1,2001,609.789,5.25,0
"7891",-13.1,7596,1,2001,611.547,4.75,0
"7898",-13.2,7603,1,2001,612.575,9.5,0
"7905",-13.6,7610,2,2001,613.16,6,0
"7912",-13.4,7617,2,2001,613.35,5,0
"7919",-13.8,7624,2,2001,613.44,6,7
"7926",-14.2,7631,2,2001,613.48,6.75,0
"7933",-14.6,7638,3,2001,613.47,3.5,0
"7940",-14.2,7645,3,2001,615.07,14.75,16.2
"7947",-14.6,7652,3,2001,617.68,9.5,0
"7954",-14.6,7659,3,2001,618.68,15.75,0
"7961",-14.5,7666,3,2001,619.47,13,0
"7968",-14.2,7673,4,2001,619.72,13.5,0
"7975",-13.7,7680,4,2001,619.73,12.75,0
"7982",-14.2,7687,4,2001,619.44,9.5,2.5
"7989",-13.9,7694,4,2001,619.13,12,0
"7996",-14.2,7701,5,2001,619.5,8.75,1
"8003",-14.2,7708,5,2001,619.84,13.75,0.5
"8010",-13.9,7715,5,2001,620.23,17,0
"8017",-13.3,7722,5,2001,620.32,15.5,4.5
"8024",-11.9,7729,5,2001,620.65,24.5,0
"8031",-11.4,7736,6,2001,620.71,17.75,0
"8045",-10.2,7750,6,2001,620.24,21.75,0
"8052",-9.2,7757,6,2001,619.84,22,0
"8059",-8.4,7764,7,2001,619.15,22.75,1.5
"8066",-8,7771,7,2001,618.44,23.5,0
"8108",-4.5,7813,8,2001,615.11,26,0
"8143",-4.3,7848,9,2001,612.05,14,0
"8150",-4.3,7855,10,2001,611.37,20,0
"8157",-4.2,7862,10,2001,610.21,14,0
"8164",-4.5,7869,10,2001,609.27,15,13
"8171",-4.5,7876,10,2001,608.81,13.25,0
"8185",-5.4,7890,11,2001,607.27,7.75,0
"8192",-6.3,7897,11,2001,606.54,6,0
"8206",-7.8,7911,11,2001,605.6,3.5,0
"8220",-7.3,7925,12,2001,604.21,2,0
"8227",-8.1,7932,12,2001,603.58,1,0
"8234",-10.7,7939,12,2001,602.99,-1.5,0
"8255",-10.7,7960,1,2002,601.5,2,0
"8262",-11.4,7967,1,2002,600.9,4.75,1.5
"8269",-11.4,7974,1,2002,600.3,7.25,0
"8276",-11.2,7981,2,2002,599.71,10.5,0
"8283",-11.2,7988,2,2002,599.04,15.5,0
"8290",-11,7995,2,2002,598.2,12,0
"8297",-11.1,8002,2,2002,597.31,15.75,0
"8304",-10.5,8009,3,2002,596.65,7.5,0
"8311",-9.9,8016,3,2002,595.78,12,4
"8318",-9.4,8023,3,2002,595.02,14,0
"8325",-9.4,8030,3,2002,594.23,8.25,0.5
"8332",-9.4,8037,4,2002,594.1,6.5,29
"8339",-9.5,8044,4,2002,599.61,7.5,25.5
"8346",-10.9,8051,4,2002,604.7,11.25,0
"8353",-10.5,8058,4,2002,606.23,17.5,0
"8360",-10.3,8065,5,2002,607.48,10,10
"8367",-10.5,8072,5,2002,609.51,11.25,12
"8374",-12.2,8079,5,2002,614.73,17.5,0
"8381",-11.9,8086,5,2002,616.24,15.25,4
"8395",-11.2,8100,6,2002,616.94,12.5,17
"8402",-10.9,8107,6,2002,618.41,21,0
"8409",-10.8,8114,6,2002,618.64,22.75,0
"8416",-9,8121,6,2002,618.23,24.25,0
"8423",-8.4,8128,7,2002,617.62,21,0
"8430",-8.3,8135,7,2002,616.83,21.5,0
"8437",-7.3,8142,7,2002,616.15,21.5,0
"8451",-6.1,8156,8,2002,614.705,18.5,6.5
"8500",-5.1,8205,9,2002,614.42,17.75,0
"8507",-5,8212,9,2002,614.15,12.75,0
"8521",-6.2,8226,10,2002,613.58,11.5,42.5
"8528",-6.5,8233,10,2002,614.54,16.75,0
"8535",-7.2,8240,10,2002,614.81,11.25,0
"8542",-7.2,8247,10,2002,614.77,13,0
"8549",-7.8,8254,11,2002,614.51,10.5,0.5
"8556",-7.9,8261,11,2002,614.21,9.75,22.5
"8563",-9,8268,11,2002,614.89,7.25,23
"8570",-10.4,8275,11,2002,618.07,5.5,0
"8577",-11.4,8282,12,2002,618.84,3.75,0
"8584",-12.8,8289,12,2002,619.31,2.5,0
"8591",-13.4,8296,12,2002,620.18,8.5,1
"8612",-15,8317,1,2003,621.57,1.25,5.5
"8619",-16.1,8324,1,2003,621.54,3,0
"8626",-16.1,8331,1,2003,621.46,5,0
"8633",-15.8,8338,1,2003,621.4,3.5,0
"8640",-15.8,8345,2,2003,621.25,4.25,0
"8647",-16.4,8352,2,2003,621.03,4,0
"8654",-16.6,8359,2,2003,620.86,1,0
"8660",-17.4,8365,2,2003,621.28,4.5,17.5
"8668",-19.3,8373,3,2003,626.73,11.25,0
"8675",-19.3,8380,3,2003,627.36,14.25,0
"8682",-19.3,8387,3,2003,627.42,10.25,0
"8689",-19.3,8394,3,2003,627.08,12,0
"8696",-19,8401,4,2003,627.82,8,5
"8703",-19,8408,4,2003,627.82,9.25,25
"8710",-18.4,8415,4,2003,627.72,10,0
"8717",-18.6,8422,4,2003,627.33,13.5,0
"8731",-17.2,8436,5,2003,627.57,12.75,12.5
"8738",-17,8443,5,2003,627.76,15,0
"8745",-16.5,8450,5,2003,627.69,15.25,0
"8752",-16,8457,5,2003,627.52,19.5,0
"8766",-15.2,8471,6,2003,626.7,23.5,0
"8780",-13.8,8485,6,2003,625.6,28,0
"8787",-11.2,8492,7,2003,625.05,22.75,0
"8836",-6.1,8541,8,2003,619.88,27,0
"8850",-5.6,8555,9,2003,618.33,18,0
"8871",-5.1,8576,9,2003,615.45,16,0
"8878",-4.8,8583,10,2003,615.04,18.25,0
"8885",-5.7,8590,10,2003,614.41,14.5,0
"8899",-6.6,8604,10,2003,615.28,9,4
"8906",-7.8,8611,10,2003,616.21,8.25,0
"8913",-8.5,8618,11,2003,619.2,10.5,0
"8983",-18.3,8688,1,2004,627.15,3.25,0
"8990",-18,8695,1,2004,626.69,5.75,0
"8997",-18.4,8702,1,2004,626.19,2,0
"9004",-18.1,8709,2,2004,625.89,10.25,0
"9011",-18.2,8716,2,2004,625.69,7.25,0
"9018",-18.1,8723,2,2004,625.47,2.75,0
"9025",-18.2,8730,2,2004,625.34,-2,0
"9032",-19.1,8737,3,2004,624.91,6.25,0
"9039",-18.7,8744,3,2004,624.44,6.25,0
"9046",-17.9,8751,3,2004,624.14,12.25,0
"9053",-18.4,8758,3,2004,624.02,5,0
"9060",-19.2,8765,4,2004,625.81,8,0
"9074",-20.2,8779,4,2004,628.77,11.5,0
"9081",-20.2,8786,4,2004,628.88403,8.25,0
"9088",-19.8,8793,4,2004,629.435,9,0
"9095",-20,8800,5,2004,629.13,10,0
"9102",-19.5,8807,5,2004,628.38,13,0
"9109",-19.5,8814,5,2004,628.55,17.25,0
"9116",-18.8,8821,5,2004,629.06,16,0
"9123",-18.7,8828,6,2004,629.08,20.75,0
"9151",-16.1,8856,7,2004,628.64,23,0
"9158",-14.7,8863,7,2004,628.16,16.25,0
"9171",-13.7,8876,7,2004,627.52,23.5,0
"9242",-8.8,8947,9,2004,622.55,19.5,0
"9263",-8.9,8968,10,2004,621.04,15.75,0
"9270",-9.2,8975,10,2004,620.53,10.25,0
"9277",-9.9,8982,11,2004,620.01,13.25,0
"9291",-10.7,8996,11,2004,618.88,6.75,0
"9298",-10.2,9003,11,2004,618.31,6.25,0
"9305",-11.7,9010,12,2004,617.6,4.5,0
"9312",-12.1,9017,12,2004,616.94,8,0
"9354",-13.7,9059,1,2005,613.58,5.75,0
"9361",-14.2,9066,1,2005,612.93,-7.25,0
"9368",-14.5,9073,2,2005,612.3,3.25,0
"9375",-14.4,9080,2,2005,611.78,3.75,0
"9382",-14.3,9087,2,2005,611.25,-0.75,0
"9389",-14.7,9094,2,2005,610.71,-1.75,0
"9396",-14.7,9101,3,2005,610.2,2,0
"9403",-14.7,9108,3,2005,609.62,3.5,0
"9410",-14.4,9115,3,2005,608.93,10.5,0
"9417",-13.3,9122,3,2005,608.41,10.25,0
"9424",-13,9129,3,2005,607.95,8.25,1
"9431",-12.8,9136,4,2005,607.42,11,0
"9438",-12.5,9143,4,2005,606.9,10.75,0
"9445",-11.9,9150,4,2005,606.34,11,0
"9452",-11.2,9157,4,2005,605.77,16.25,0
"9459",-10.2,9164,5,2005,605.19,15.5,13
"9466",-9.2,9171,5,2005,604.53,16.5,2
"9473",-10,9178,5,2005,604.31,12,0
